post_id,Document_preprocessed,Topic,topic_label,date,fs_auto,prob_0,prob_1,post,fs_manual
1220341915-3971.0,ohne kommentar teil so sehen laut den altmedien tausend demoteilneher aus man beachte die kameraeinstellung wir reden hier nicht nur von der stra e des juni teil coronafaschisten,1,Corona: Allgemein,2022-02-27T18:40:01Z,0,0.680454085009614,0.319545914990386,"Ohne Kommentar Teil 1

So sehen laut den Altmedien 

20-tausend 

Demoteilneher aus... 🤷

Man beachte die Kameraeinstellung! Wir reden hier nicht nur von der Straße des 17. Juni!



TEIL 2: 

#Coronafaschisten",0
1220715723-15676.0,in der geheimen pr sentation vor der cia spricht bill gates ber verschiedene teile des gehirns und wie sie mit medikamenten und impfstoffen kontrolliert werden k nnen,18,Verschwörung: Corona,2023-01-27T15:32:47Z,1,0.141103793091756,0.858896206908244,"🔥
In der geheimen Präsentation vor der CIA spricht Bill Gates über verschiedene Teile des Gehirns und wie sie mit Medikamenten und Impfstoffen kontrolliert werden können.",1
1220715723-3576.0,pressegespr ch zu dem missverst ndnis mit dem zerrei en der regenbogenflagge medien verdrehen geschehnisse von wiener demo am im resselpark dass genau die gr nenbewegung die jahrelang in europa und auch in sterreich p dophilie und kindesmissbrauch straffrei stellen wollte nun heute gegen eine zweifache mutter demonstriert die sich ffentlich gegen kindersch nder ausspricht ist ein armutszeugnis unserer gesellschaft weiters es ging nie um die lgbt bewegung der zusammenhang ist falsch und vom politisch presseservice wien zu verk rzt und damit manipulativ dargestellt dies wurde leider ohne r ckfrage von manchen medien bernommen,21,Gender and LGBTQ,2020-09-07T13:12:36Z,0,0.718890513261871,0.281109486738129,"❗️Pressegespräch zu dem Missverständnis mit dem Zerreißen der Regenbogenflagge

Medien verdrehen Geschehnisse von Wiener Demo am 5.9. im Resselpark❗️


Dass genau die Grünenbewegung die jahrelang in Europa und auch in Österreich, Pädophilie und Kindesmissbrauch straffrei stellen wollte, nun heute gegen eine zweifache Mutter demonstriert, die sich öffentlich gegen Kinderschänder ausspricht, ist ein Armutszeugnis unserer Gesellschaft.""


Weiters: ""Es ging nie um die LGBT Bewegung! Der Zusammenhang ist falsch und vom politisch ""Presseservice Wien"" zu verkürzt und damit manipulativ dargestellt. Dies wurde leider ohne Rückfrage von manchen Medien übernommen.""


",0
1220715723-6874.0,teile der innenstadt von lexington kentucky sind geschlossen und wurden aufgrund eines verd chtigen wohnmobils evakuiert bombenschn ffler untersuchen das fahrzeug,11,Migration,2021-01-01T06:53:06Z,0,0.949809214690129,0.0501907853098712,"...Teile der Innenstadt von Lexington, Kentucky, sind geschlossen und wurden aufgrund eines verdächtigen Wohnmobils evakuiert. Bombenschnüffler untersuchen das Fahrzeug.


",0
1221245253-20041.0,bald wird jeder jemanden kennen der an corona gestorben ist hie es dr raphael bonelli hakt nun nach wie viele corona tote kennen die menschen und wie viele die nach der impfung gestorben sind immer informiert bleiben abonnieren sie report news,1,Corona: Allgemein,2021-07-29T23:08:36Z,1,0.122470726453459,0.877529273546541,"
""Bald wird jeder jemanden kennen, der an Corona gestorben ist"", hieß es - Dr. Raphael Bonelli hakt nun nach. Wie viele Corona-Tote kennen die Menschen - und wie viele, die nach der Impfung gestorben sind? ➡️ Immer informiert bleiben? Abonnieren Sie @anonymisiert",1
1221694618-1587.0,wenn kommunisten die bibel zitieren moses ist das impfen corona die biblischen plagen ja aber moses war es der die plagen verursachte so hat kommunisten winni aus versehen doch die wahrheit gesagt,19,Glaube,2021-12-06T17:32:27Z,1,0.116512466416541,0.883487533583459,"Wenn Kommunisten die Bibel zitieren. Moses ist das Impfen, Corona die biblischen Plagen. JA, aber MOSES war es, der die Plagen VERURSACHTE. So hat Kommunisten-Winni aus versehen doch die Wahrheit gesagt!",1
1221694618-206.0,vorhin wieder in einem forum gewesen hardcore atheisten vs bibelfeste christen die debatte wie immer die einen argumentieren die b se religion unterdr ckt die menschen mit befehlen und hierarchien die anderen beharren auf ihrem heiligen buch ich sitze da immer daneben und denke leute,19,Glaube,2020-01-20T15:33:40Z,0,0.595727769806339,0.404272230193661,"Vorhin wieder in einem Forum gewesen. Hardcore Atheisten VS bibelfeste Christen. Die Debatte, wie immer. Die einen argumentieren, die ""böse Religion"" unterdrückt die Menschen mit Befehlen und Hierarchien, die anderen beharren auf ihrem Heiligen Buch. Ich sitze da immer daneben und denke... Leute...",0
1222998917-2808.0,der gro e wohlt ter bill gates hat in kenia mit einer impfung tausende junge frauen und m dchen ohne deren wissen sterilisieren lassen das wird von den mit milliarden euro zwangsgeb hren aufgebl hten gez sendern nat rlich nicht berichtet diese berichten nur wohlwollend ber gates mehr kostenlose infos unter t me kenjebsen,18,Verschwörung: Corona,2020-12-31T11:30:00Z,1,0.0728342991662212,0.927165700833779,Der große Wohltäter Bill Gates hat in Kenia mit einer Impfung tausende junge Frauen und Mädchen ohne deren Wissen sterilisieren lassen. Das wird von den mit Milliarden Euro Zwangsgebühren aufgeblähten GEZ-Sendern natürlich nicht berichtet. Diese berichten nur Wohlwollend über Gates. Mehr kostenlose Infos unter: anonymisiert,1
1222998917-2839.0,das sind die wahren opfer von corona es ist einfach nur traurig und gleichzeitig erschreckend welches leid die merkel regierung mit ihren v llig berzogenen ma nahmen alten menschen in unserem land zuf gt menschen die dieses land im schwei e ihres angesichts mit aufgebaut haben verweigert man jetzt soziale kontakte keine umarmung keine gemeinsame zeit mit gesellschaftsspielen oder ein paar nette worte hoffentlich werden die verantwortlichen eines tages f r diese taten vor einem unabh ngigen gericht stehen kostenlos abonnieren t me kenjebsen,15,Feindbilder,2021-01-02T18:20:00Z,1,0.0479135354742025,0.952086464525797,"DAS sind die wahren Opfer von Corona! Es ist einfach nur traurig und gleichzeitig erschreckend, welches Leid die Merkel-Regierung mit ihren völlig überzogenen Maßnahmen alten Menschen in unserem Land zufügt. Menschen, die dieses Land im Schweiße ihres Angesichts mit aufgebaut haben, verweigert man jetzt soziale Kontakte. Keine Umarmung, keine gemeinsame Zeit mit Gesellschaftsspielen oder ein paar nette Worte😢Hoffentlich werden die Verantwortlichen eines Tages für diese Taten vor einem unabhängigen Gericht stehen!😡Kostenlos abonnieren: anonymisiert",1
1222998917-2839.0,das sind die wahren opfer von corona es ist einfach nur traurig und gleichzeitig erschreckend welches leid die merkel regierung mit ihren v llig berzogenen ma nahmen alten menschen in unserem land zuf gt menschen die dieses land im schwei e ihres angesichts mit aufgebaut haben verweigert man jetzt soziale kontakte keine umarmung keine gemeinsame zeit mit gesellschaftsspielen oder ein paar nette worte hoffentlich werden die verantwortlichen eines tages f r diese taten vor einem unabh ngigen gericht stehen kostenlos abonnieren t me kenjebsen,15,Feindbilder,2021-01-02T18:20:00Z,1,0.0479135354742025,0.952086464525797,"DAS sind die wahren Opfer von Corona! Es ist einfach nur traurig und gleichzeitig erschreckend, welches Leid die Merkel-Regierung mit ihren völlig überzogenen Maßnahmen alten Menschen in unserem Land zufügt. Menschen, die dieses Land im Schweiße ihres Angesichts mit aufgebaut haben, verweigert man jetzt soziale Kontakte. Keine Umarmung, keine gemeinsame Zeit mit Gesellschaftsspielen oder ein paar nette Worte😢Hoffentlich werden die Verantwortlichen eines Tages für diese Taten vor einem unabhängigen Gericht stehen!😡Kostenlos abonnieren: anonymisiert",1
1222998917-2839.0,das sind die wahren opfer von corona es ist einfach nur traurig und gleichzeitig erschreckend welches leid die merkel regierung mit ihren v llig berzogenen ma nahmen alten menschen in unserem land zuf gt menschen die dieses land im schwei e ihres angesichts mit aufgebaut haben verweigert man jetzt soziale kontakte keine umarmung keine gemeinsame zeit mit gesellschaftsspielen oder ein paar nette worte hoffentlich werden die verantwortlichen eines tages f r diese taten vor einem unabh ngigen gericht stehen kostenlos abonnieren t me kenjebsen,15,Feindbilder,2021-01-02T18:20:00Z,1,0.0479135354742025,0.952086464525797,"DAS sind die wahren Opfer von Corona! Es ist einfach nur traurig und gleichzeitig erschreckend, welches Leid die Merkel-Regierung mit ihren völlig überzogenen Maßnahmen alten Menschen in unserem Land zufügt. Menschen, die dieses Land im Schweiße ihres Angesichts mit aufgebaut haben, verweigert man jetzt soziale Kontakte. Keine Umarmung, keine gemeinsame Zeit mit Gesellschaftsspielen oder ein paar nette Worte😢Hoffentlich werden die Verantwortlichen eines Tages für diese Taten vor einem unabhängigen Gericht stehen!😡Kostenlos abonnieren: anonymisiert",1
1222998917-2839.0,das sind die wahren opfer von corona es ist einfach nur traurig und gleichzeitig erschreckend welches leid die merkel regierung mit ihren v llig berzogenen ma nahmen alten menschen in unserem land zuf gt menschen die dieses land im schwei e ihres angesichts mit aufgebaut haben verweigert man jetzt soziale kontakte keine umarmung keine gemeinsame zeit mit gesellschaftsspielen oder ein paar nette worte hoffentlich werden die verantwortlichen eines tages f r diese taten vor einem unabh ngigen gericht stehen kostenlos abonnieren t me kenjebsen,15,Feindbilder,2021-01-02T18:20:00Z,1,0.0479135354742025,0.952086464525797,"DAS sind die wahren Opfer von Corona! Es ist einfach nur traurig und gleichzeitig erschreckend, welches Leid die Merkel-Regierung mit ihren völlig überzogenen Maßnahmen alten Menschen in unserem Land zufügt. Menschen, die dieses Land im Schweiße ihres Angesichts mit aufgebaut haben, verweigert man jetzt soziale Kontakte. Keine Umarmung, keine gemeinsame Zeit mit Gesellschaftsspielen oder ein paar nette Worte😢Hoffentlich werden die Verantwortlichen eines Tages für diese Taten vor einem unabhängigen Gericht stehen!😡Kostenlos abonnieren: anonymisiert",1
1222998917-5415.0,ob gemeingef hrliche typen wie bill gates ihre perverse agenda umsetzen k nnen liegt einzig und allein an jedem einzelnen von euch wer sich weigert diesen wahnsinn mitzumachen streut sand ins getriebe dieser psychopaten und k mpft f r seine freiheit kostenlos abonnieren t me kenjebsen,18,Verschwörung: Corona,2021-09-16T10:30:00Z,1,0.050004894706113,0.949995105293887,"Ob gemeingefährliche Typen wie Bill Gates ihre perverse Agenda umsetzen können, liegt einzig und allein an jedem Einzelnen von euch! Wer sich weigert, diesen Wahnsinn mitzumachen, streut Sand ins Getriebe dieser Psychopaten und kämpft für seine Freiheit!Kostenlos abonnieren: anonymisiert",1
1222998917-5415.0,ob gemeingef hrliche typen wie bill gates ihre perverse agenda umsetzen k nnen liegt einzig und allein an jedem einzelnen von euch wer sich weigert diesen wahnsinn mitzumachen streut sand ins getriebe dieser psychopaten und k mpft f r seine freiheit kostenlos abonnieren t me kenjebsen,18,Verschwörung: Corona,2021-09-16T10:30:00Z,1,0.050004894706113,0.949995105293887,"Ob gemeingefährliche Typen wie Bill Gates ihre perverse Agenda umsetzen können, liegt einzig und allein an jedem Einzelnen von euch! Wer sich weigert, diesen Wahnsinn mitzumachen, streut Sand ins Getriebe dieser Psychopaten und kämpft für seine Freiheit!Kostenlos abonnieren:anonymisiert",1
1222998917-5415.0,ob gemeingef hrliche typen wie bill gates ihre perverse agenda umsetzen k nnen liegt einzig und allein an jedem einzelnen von euch wer sich weigert diesen wahnsinn mitzumachen streut sand ins getriebe dieser psychopaten und k mpft f r seine freiheit kostenlos abonnieren t me kenjebsen,18,Verschwörung: Corona,2021-09-16T10:30:00Z,1,0.050004894706113,0.949995105293887,"Ob gemeingefährliche Typen wie Bill Gates ihre perverse Agenda umsetzen können, liegt einzig und allein an jedem Einzelnen von euch! Wer sich weigert, diesen Wahnsinn mitzumachen, streut Sand ins Getriebe dieser Psychopaten und kämpft für seine Freiheit!Kostenlos abonnieren: anonymisiert",1
1222998917-5415.0,ob gemeingef hrliche typen wie bill gates ihre perverse agenda umsetzen k nnen liegt einzig und allein an jedem einzelnen von euch wer sich weigert diesen wahnsinn mitzumachen streut sand ins getriebe dieser psychopaten und k mpft f r seine freiheit kostenlos abonnieren t me kenjebsen,18,Verschwörung: Corona,2021-09-16T10:30:00Z,1,0.050004894706113,0.949995105293887,"Ob gemeingefährliche Typen wie Bill Gates ihre perverse Agenda umsetzen können, liegt einzig und allein an jedem Einzelnen von euch! Wer sich weigert, diesen Wahnsinn mitzumachen, streut Sand ins Getriebe dieser Psychopaten und kämpft für seine Freiheit!Kostenlos abonnieren:anonymisiert",1
1222998917-5560.0,ein sehr robustes ei ist einfach an emmanuel macron abgeprallt man merkt dass die b rger zunehmend die nase voll haben von der skrupellosen und menschenverachtenden politik macrons es wird nicht mehr lange dauern bis frankreich in flammen steht kostenlos abonnieren t me kenjebsen,15,Feindbilder,2021-10-01T15:00:08Z,1,0.0829569947268294,0.917043005273171,"Ein sehr robustes Ei ist einfach an Emmanuel Macron abgeprallt. Man merkt, dass die Bürger zunehmend die Nase voll haben von der skrupellosen und menschenverachtenden Politik Macrons. Es wird nicht mehr lange dauern, bis Frankreich in Flammen steht.Kostenlos abonnieren:anonymisiert",1
1222998917-5560.0,ein sehr robustes ei ist einfach an emmanuel macron abgeprallt man merkt dass die b rger zunehmend die nase voll haben von der skrupellosen und menschenverachtenden politik macrons es wird nicht mehr lange dauern bis frankreich in flammen steht kostenlos abonnieren t me kenjebsen,15,Feindbilder,2021-10-01T15:00:08Z,1,0.0829569947268294,0.917043005273171,"Ein sehr robustes Ei ist einfach an Emmanuel Macron abgeprallt. Man merkt, dass die Bürger zunehmend die Nase voll haben von der skrupellosen und menschenverachtenden Politik Macrons. Es wird nicht mehr lange dauern, bis Frankreich in Flammen steht.Kostenlos abonnieren:anonymisiert",1
1222998917-5560.0,ein sehr robustes ei ist einfach an emmanuel macron abgeprallt man merkt dass die b rger zunehmend die nase voll haben von der skrupellosen und menschenverachtenden politik macrons es wird nicht mehr lange dauern bis frankreich in flammen steht kostenlos abonnieren t me kenjebsen,15,Feindbilder,2021-10-01T15:00:08Z,1,0.0829569947268294,0.917043005273171,"Ein sehr robustes Ei ist einfach an Emmanuel Macron abgeprallt. Man merkt, dass die Bürger zunehmend die Nase voll haben von der skrupellosen und menschenverachtenden Politik Macrons. Es wird nicht mehr lange dauern, bis Frankreich in Flammen steht.Kostenlos abonnieren: anonymisiert",1
1222998917-5560.0,ein sehr robustes ei ist einfach an emmanuel macron abgeprallt man merkt dass die b rger zunehmend die nase voll haben von der skrupellosen und menschenverachtenden politik macrons es wird nicht mehr lange dauern bis frankreich in flammen steht kostenlos abonnieren t me kenjebsen,15,Feindbilder,2021-10-01T15:00:08Z,1,0.0829569947268294,0.917043005273171,"Ein sehr robustes Ei ist einfach an Emmanuel Macron abgeprallt. Man merkt, dass die Bürger zunehmend die Nase voll haben von der skrupellosen und menschenverachtenden Politik Macrons. Es wird nicht mehr lange dauern, bis Frankreich in Flammen steht.Kostenlos abonnieren:anonymisiert",1
1222998917-732.0,sea watch schleust corona infizierte migranten ein die kriminelle schlepperorganisation sea watch hat illegale migranten nach europa eingeschleust mehr als prozent dieser zuwanderer sind nachweislich mit dem coronavirus infiziert dies berichtete am mittwoch die italienische nachrichtenagentur ansa w hrend ansonsten bei jedem einzelnen corona fall regelrecht panik ausbricht ist das gezielte einschleusen von infizierten aus afrika und arabien offenbar kein problem mehr kostenlose infos unter t me kenjebsen,11,Migration,2020-06-25T13:50:00Z,1,0.193223485891608,0.806776514108392,"Sea-Watch schleust Corona-infizierte Migranten einDie kriminelle Schlepperorganisation Sea-Watch hat 211 illegale Migranten nach Europa eingeschleust. Mehr als 13 Prozent dieser Zuwanderer sind nachweislich mit dem Coronavirus infiziert. Dies berichtete am Mittwoch die italienische Nachrichtenagentur Ansa. Während ansonsten bei jedem einzelnen Corona-Fall regelrecht Panik ausbricht, ist das gezielte Einschleusen von Infizierten aus Afrika und Arabien offenbar kein Problem.Mehr kostenlose Infos unter: anonymisiert",1
1224380793-10073.0,dr bryan ardis die covid impfung verursacht ein weiteres syndrom bei kindern das sogenannte multisystem lnflammatory syndrome mis bei mis k nnen sich verschiedene k rperteile entz nden darunter das herz die lunge die nieren das gehirn die haut die augen oder die magen darm organe der corona irrsinn,1,Corona: Allgemein,2021-11-12T14:00:57Z,1,0.0430026425173822,0.956997357482618,"Dr. Bryan Ardis: Die Covid-Impfung verursacht ein weiteres Syndrom bei Kindern:Das sogenannte ""Multisystem lnflammatory Syndrome"" (MIS). Bei MIS können sich verschiedene Körperteile entzünden. Darunter das Herz, die Lunge, die Nieren, das Gehirn, die Haut, die Augen oder die Magen-Darm-Organe!!@anonymisiert",1
1224380793-13833.0,kanada covid hysterie am ende geburt einer neuen freiheitsbewegung truck fudeau ist ihnen aufgefallen wie steril die reaktionen der ms medien auf das was sich gerade in kanada abspielt sind kaum einer der vor ort berichtet keine stimmen gewichtiger polit darsteller kein o ton keine live schalte kein live feed keine sondersendung kein brennpunkt nichts ganz so als w re es nichts aussergew hnliches wenn ein premierminister von seinen b rgern dazu veranlasst wird in panik das weite zu suchen und unterzutauchen der corona irrsinn,1,Corona: Allgemein,2022-01-31T17:16:29Z,1,0.266500426552633,0.733499573447367,"Kanada: COVID-Hysterie am Ende:Geburt einer neuen Freiheitsbewegung – Truck Fudeau!Ist Ihnen aufgefallen wie steril die Reaktionen der MS-Medien auf das, was sich gerade in Kanada abspielt, sind. Kaum einer, der vor Ort berichtet, keine Stimmen “gewichtiger” Polit-Darsteller, kein O-Ton, keine “Live Schalte”, kein Live Feed, keine Sondersendung, kein Brennpunkt, nichts.Ganz so, als wäre es nichts Aussergewöhnliches, wenn ein PremierMinister von seinen Bürgern dazu veranlasst wird, in Panik das Weite zu suchen und unterzutauchen...@anonymisiert",0
1224380793-14297.0,wir sind froh dass wir nie im lockdown waren dabei erkl rte karl lauterbach den schweden weg f r gescheitert f r die schweden ist lockdown ein fremdwort trotz corona pandemie machte das land keinen einzigen tag dicht am mittwoch schaffte das nordische k nigreich seine letzten beschr nkungen ab der corona irrsinn,8,Corona: Maßnahmen,2022-02-11T10:58:46Z,0,0.824673824344797,0.175326175655203,"„Wir sind froh, dass wir nie im Lockdown waren“Dabei erklärte Karl Lauterbach den Schweden-Weg für „gescheitert“Für die Schweden ist „Lockdown“ ein Fremdwort: Trotz Corona-Pandemie machte das Land keinen einzigen Tag dicht.Am Mittwoch schaffte das nordische Königreich seine letzten Beschränkungen ab.@anonymisiert",0
1224380793-14702.0,oder besagt gesagt der aluhut sch tzt anscheinend mehr als die maske zwinkersmiley lasst nicht nach geht weiter spazieren glaubt ihnen kein wort die pandemie wird erst enden wenn das volk sie beenden wird tim k t me timmkellner hier geht s direkt zum gesp tt der welt,8,Corona: Maßnahmen,2022-02-21T07:48:03Z,1,0.1047059661944,0.8952940338056,"Oder besagt gesagt, der „Aluhut“ schützt anscheinend mehr als die Maske. ZwinkersmileyLasst nicht nach. Geht weiter spazieren!Glaubt Ihnen kein Wort.Die Pandemie wird erst enden, wenn das Volk sie beenden wird.Tim K.anonymisiert Hier geht`s direkt zum Gespött der Welt:",1
1224380793-16342.0,das bmg ver ffentlicht ein statement von lauterbach inhalt impfen impfen boostern impfen boostern boostern es ist unertr glich der corona irrsinn,1,Corona: Allgemein,2022-05-18T16:15:45Z,1,0.38598202583007,0.61401797416993,"Das BMG veröffentlicht ein Statement von Lauterbach:Inhalt: Impfen, Impfen, Boostern, Impfen, Boostern, Boostern,...Es ist unerträglich!!😡👊🏻👊🏻👊🏻@anonymisiert",0
1224380793-19958.0,mehr als bundesb rger haben nach einer corona impfung gesundheitliche sch den gemeldet eine von ihnen ist alina adams ihr kampf um entsch digungen gleicht einem spiessrutenlauf doch jetzt werden die stimmen der unterst tzer lauter so schlimm wie es ist aber da habe ich kein mitleid wer sich zig mal die pl rre injizieren l sst ist wirklich selber schuld denn alle informationen waren da wer selbst denkt und es nicht den r und politikern berl sst ist klar im vorteil meine kan le der corona irrsinn politik medien deutschland islam und fluechtlinge,1,Corona: Allgemein,2023-02-23T17:08:36Z,1,0.0850230433876683,0.914976956612332,"Mehr als 333.000 Bundesbürger haben nach einer Corona-Impfung gesundheitliche Schäden gemeldet. Eine von ihnen ist Alina Adams. Ihr Kampf um Entschädigungen gleicht einem Spiessrutenlauf. Doch jetzt werden die Stimmen der Unterstützer lauter.So schlimm wie es ist, aber da habe ich kein Mitleid. Wer sich zig-mal die Plörre injizieren lässt ist wirklich selber schuld. Denn alle Informationen waren da.Wer selbst denkt und es nicht den ÖR und Politikern überlässt, ist klar im Vorteil!😁Meine Kanäle:@anonymisiert @anonymisiert@anonymisiert",0
1224380793-20137.0,sabine dittmar parlamentarische staatssekret rin beim bundesminister f r gesundheit spd in der gestrigen befragung zu den nun bekanntgewordenen ungereimtheiten bei der pfizer zulassungsstudie es ist eine hochwirksame impfung mit hohem sicherheitsstandard ein schlag in s gesicht der vielen oft sehr jungen impfopfer deren leben nun f r immer ruiniert ist meine kan le der corona irrsinn politik medien deutschland islam und fluechtlinge,10,BLM,2023-04-01T06:36:37Z,1,0.0570713972253977,0.942928602774602,"Sabine Dittmar, Parlamentarische Staatssekretärin beim Bundesminister für Gesundheit (SPD), in der gestrigen Befragung zu den nun bekanntgewordenen Ungereimtheiten bei der Pfizer Zulassungsstudie:""Es ist eine hochwirksame Impfung mit hohem Sicherheitsstandard.""Ein Schlag in's Gesicht der vielen, oft sehr jungen, Impfopfer, deren Leben nun für immer ruiniert ist!!😡🤬Meine Kanäle:@anonymisiert @anonymisiert @anonymisiert",1
1224380793-4878.0,dr viola priesemann max planck institut wir impfen uns in die dauer plandemie richtet euch schon einmal darauf ein dass lockdowns masken und anderer staatlicher terror euch noch ein paar jahre erhalten bleiben der corona irrsinn,1,Corona: Allgemein,2021-03-31T16:05:39Z,1,0.0342616201532774,0.965738379846723,"Dr. Viola Priesemann (Max Planck Institut):Wir impfen uns in die Dauer-Plandemie. Richtet euch schon einmal darauf ein, dass Lockdowns, Masken und anderer staatlicher Terror euch noch ein paar Jahre erhalten bleiben!@anonymisiert",1
1224380793-7378.0,macron verk ndet impfpflicht f r gesundheitspersonal angesichts der ausbreitung der delta variante in frankreich hat pr sident emmanuel macron in einer fernsehansprache neue schutzma nahmen verk ndet darunter ist eine verpflichtende impfung f r gesundheits und pflegepersonal gestern noch verschw rungstheorie und heute realit t da haben die erste impfpflicht der corona irrsinn,15,Feindbilder,2021-07-12T18:57:47Z,1,0.0381782742615664,0.961821725738434,Macron verkündet Impfpflicht für GesundheitspersonalAngesichts der Ausbreitung der Delta-Variante in Frankreich hat Präsident Emmanuel Macron in einer Fernsehansprache neue Schutzmaßnahmen verkündet. Darunter ist eine verpflichtende Impfung für Gesundheits- und Pflegepersonal.Gestern noch Verschwörungstheorie und heute Realität…...da haben die erste Impfpflicht!!😱🤬@anonymisiert,1
1224380793-7666.0,ein jahr im dritten reich brauchten sie f r eine solche meinungsmache sechs jahre aber es standen auch nicht alle damaligen medien hinter adolf und goebbels und arbeiteten ihnen zu wie dies heute der fall ist der corona irrsinn,10,BLM,2021-07-31T06:41:31Z,1,0.0911391380033574,0.908860861996643,"Ein Jahr!!!Im dritten Reich brauchten sie für eine solche Meinungsmache sechs Jahre!!Aber es standen auch nicht alle damaligen Medien hinter Adolf und Goebbels und arbeiteten ihnen zu, wie dies heute der Fall ist!!@anonymisiert",1
1224380793-8783.0,lauterbach wenn der impfschutz nachl sst werden sich auch die geimpften wieder infizieren in der geschichte der bundesrepublik wurden die untertanen wohl noch nie dermassen verarscht wie heute am besten merkt man das wenn dieser typ seinen mund aufmacht in innenr umen haben wir jetzt schon viele ansteckungen auch unter geimpften diese f lle werden noch zunehmen wenn der impfschutz nachl sst mit maske und geimpft scheint man dem virus trotzdem hilflos ausgeliefert zu sein warum nur hat man all dieses theater inszeniert ging es doch etwa nur um geld der corona irrsinn,1,Corona: Allgemein,2021-09-19T14:46:13Z,1,0.0331798312052241,0.966820168794776,"Lauterbach: Wenn der Impfschutz nachlässt, werden sich auch die Geimpften wieder infizieren!In der Geschichte der Bundesrepublik wurden die Untertanen wohl noch nie dermassen verarscht wie heute. Am besten merkt man das, wenn dieser Typ seinen Mund aufmacht: „In Innenräumen haben wir jetzt schon viele Ansteckungen auch unter Geimpften. Diese Fälle werden noch zunehmen, wenn der Impfschutz nachlässt.“...mit Maske UND geimpft scheint man dem Virus trotzdem hilflos ausgeliefert zu sein. Warum nur hat man all dieses Theater inszeniert. Ging es doch etwa nur um Geld?@anonymisiert",1
1224714769-1080.0,vegan wurde von der us fleischindustrie erfunden um mit ihrem schmutzigen geld die geplante chemienahrung der zukunft als gesund darzustellen ein wesentlich h herer profit winkt hier als bei der fleischverarbeitung f r menschen die meinen etwas sei deshalb gesund weil es nicht von einem tier stammt,30,Umwelt,2022-09-27T07:12:27Z,0,0.718446261079248,0.281553738920752,"
""VEGAN"" wurde von der US-Fleischindustrie erfunden, um mit ihrem schmutzigen Geld die geplante Chemienahrung der Zukunft als gesund darzustellen. Ein wesentlich höherer Profit winkt hier, als bei der Fleischverarbeitung. Für Menschen, die meinen, etwas sei deshalb gesund, weil es nicht von einem Tier stammt.",0
1225226766-431.0,wahnsinn impfpflicht ist gekippt coronapanik geht zu ende es gilt nun nie zu vergessen was abweichlern und impfgegnern angetan wurde weiterleben ja vergessen nein viele in politik und presse sollten eigentlich gestehen ichhabemitgemacht,1,Corona: Allgemein,2022-04-07T12:36:15Z,1,0.109848927596209,0.890151072403791,"Wahnsinn »Impfpflicht« ist gekippt, Coronapanik geht zu Ende. Es gilt nun, NIE zu vergessen, was Abweichlern und Impfgegnern angetan wurde. – Weiterleben? Ja. Vergessen: Nein! – Viele in Politik und Presse sollten eigentlich gestehen: »IchHabeMitgemacht«.",1
1229558369-13899.0,verteidigungsministerium russland ukrainische labors in lemberg arbeiteten mit pest und milzbrand erregern in charkow und poltawa mit diphtherie und ruhr,13,Verschwörung: Allgemein,2022-03-07T16:57:53Z,0,0.949294635202169,0.0507053647978305,"Verteidigungsministerium Russland

""Ukrainische Labors in Lemberg arbeiteten mit Pest- und Milzbrand Erregern, in Charkow und Poltawa - mit Diphtherie und Ruhr.”",0
1229558369-14542.0,netzfund michael mannheimer ruhe in frieden dazu ein kommentar in dem blog zitate schade das du die zeit nach der wende nicht mehr miterleben kannst derzeit scheint alles hoffnungslos die macht der gegenseite grenzenlos aber schon bald wendet sich das blatt du hast diesen kampf gegen das absolut b se dein leben gewidmet dieser kampf wird nicht umsonst sein da kommt nur ein dienst in frage n mlich der mossad er prahlt offen weltweit israels feinde zu beseitigen und ca opfer gehen weltweit auf sein konto es ist auch bekannt das der dienst auch bei uns ein b ro in stuttgart besitzt und aktiv nutzt link link,15,Feindbilder,2022-03-22T09:52:02Z,1,0.179962501854658,0.820037498145342,"Netzfund:
Michael Mannheimer Ruhe in Frieden! Dazu ein Kommentar in dem Blog (Zitate): ""Schade das du die Zeit nach der Wende nicht mehr miterleben kannst. Derzeit scheint alles Hoffnungslos. Die Macht der Gegenseite grenzenlos. Aber schon bald wendet sich das Blatt. Du hast diesen Kampf gegen das absolut Böse dein Leben gewidmet. Dieser Kampf wird nicht umsonst sein. Da kommt nur ein Dienst in Frage, nämlich der MOSSAD. Er prahlt offen, weltweit Israels Feinde zu beseitigen und ca. 2000 Opfer gehen weltweit auf sein Konto. Es ist auch bekannt, das der Dienst auch bei uns ein Büro in Stuttgart besitzt und aktiv nutzt.""

Link1:     

Link 2:",1
1229558369-16484.0,es m ssen halt priorit ten gesetzt werden transhumanismus klaus schwab s id bzw great reset ist halt wichtiger als zb rentner die rente zu erh hen oder die mehrwertsteuer zu senken,29,Esotherik,2022-07-25T14:21:22Z,1,0.0640069016239944,0.935993098376006,"Es müssen halt Prioritäten gesetzt werden 🤷🏼‍♂️

Transhumanismus (Klaus Schwab's ID2030 bzw. Great Reset) ist halt wichtiger als zb. Rentner die Rente zu erhöhen oder die Mehrwertsteuer zu senken 😉",1
